duration,startHour,day,year,semester,expectedSemester,subject,professor,expectedDemand,room,classDescription
2,10,QUI,2019,1,9,Proc de Imagens,Riv,,B2,
2,10,SEX,2019,1,9,Projeto de Monog,Riv,,B1,
2,10,SEX,2019,1,10,Estágio Sup,Ausb,,p5 119,
2,12,TER,2019,1,1,Ingles Instrumental I,,,,
2,12,QUI,2019,1,1,Ingles Instrumental I,,,,
2,14,SEG,2019,1,1,Programação 1,Annab,,B2,
2,14,SEG,2019,1,3,Métodos Mat,,,106 e 107,
2,14,SEG,2019,1,5,Redes de Comp,Antônio,,B1,
2,14,SEG,2019,1,7,Test de Soft,Leonard,,InfCCT,
2,14,TER,2019,1,1,Geom Analít,Elba,,109 B,
2,14,TER,2019,1,3,Arquitet Comp,Osniel,,B1,
2,14,TER,2019,1,7,Interação Hom Maq,Riv,,B2,
2,14,QUA,2019,1,1,Programação 1,Annab,,B2,
2,14,QUA,2019,1,3,Métodos Mat,,,106 107,
2,14,QUA,2019,1,5,Redes de Comp,Antônio,,B1,
2,14,QUI,2019,1,1,Geom Analít,Elba,,109 B,
2,14,QUI,2019,1,3,Arquitet Comp,Osniel,,B1,
2,14,QUI,2019,1,7,Interação Hom Maq,Riv,,B2,
2,14,SEX,2019,1,7,Test de Soft,Leonard,,InfCCT,
2,14,SEX,2019,1,9,Top Programação,,,B1,
2,14,SEX,2019,1,10,Monografia,Tang,,p5 119,
2,16,SEG,2019,1,1,Lógica Mat,Tang,,206,
2,16,SEG,2019,1,3,Lab Física geral 2,,,,A
2,16,SEG,2019,1,5,Lings Formais,Annab,,208 ,
2,16,SEG,2019,1,7,Sists Distrib,Antônio,,B1,
2,16,TER,2019,1,3,Estrutura Dados 1,Tang,,Sal ,
2,16,TER,2019,1,5,Engenharia de Soft,Ausb,,B1 ,
2,16,TER,2019,1,7,Metod Trab Cientif,,,cct,
2,16,QUA,2019,1,1,Lógica Mat,Tang,,206,
2,16,QUA,2019,1,3,Lab Física geral 2,,,,D
2,16,QUA,2019,1,5,Lings Formais,Annab,,208,
2,16,QUA,2019,1,7,Sists Distrib,Antônio,,B1,
2,16,QUI,2019,1,1,Organiz Comp,Luiz M,,,
2,16,QUI,2019,1,3,Estrutura Dados 1,Tang,,,
2,16,QUI,2019,1,5,Eng de Soft,Ausb,,B1,
2,16,QUI,2019,1,7,Metod Trab Cientif,,,cct,
2,16,SEX,2019,1,9,Top Programação,,,B1,
2,18,SEG,2019,1,3,Lab Física geral 2,,,,B
2,18,TER,2019,1,3,Lab Física geral 2,,,,C
2,18,QUA,2019,1,3,Lab Física geral 2,,,,E
